"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive" "mean_zero" "max_zero" "min_zero"
0.13426 2567231 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13436 2566935 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13446 2566639 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13456 2566343 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13466 2566047 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13476 2565751 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13486 2565455 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13496 2565159 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13506 2564863 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13516 2564567 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13526 2564271 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0150 0.0674 1.0000 0.0000
0.13536 2563975 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0149 0.0674 1.0000 0.0000
0.13546 2563679 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0149 0.0674 1.0000 0.0000
0.13555 2563383 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0149 0.0674 1.0000 0.0000
0.13565 2563087 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0149 0.0674 1.0000 0.0000
0.13575 2562791 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0149 0.0674 1.0000 0.0000
0.13585 2562495 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0149 0.0674 1.0000 0.0000
0.13595 2562199 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0149 0.0674 1.0000 0.0000
0.13605 2561903 0.0 0.9904 1.0000 0.0000 0.9968 0.9996 1.0000 0.0148 0.0674 1.0000 0.0000
0.13615 2561607 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0148 0.0674 1.0000 0.0000
0.13625 2561311 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0148 0.0674 1.0000 0.0000
0.13635 2561015 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0148 0.0674 1.0000 0.0000
0.13645 2560719 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0148 0.0674 1.0000 0.0000
0.13655 2560423 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0148 0.0674 1.0000 0.0000
0.13665 2560127 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0148 0.0674 1.0000 0.0000
0.13675 2559831 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13685 2559535 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13695 2559239 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13705 2558943 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13715 2558647 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13725 2558351 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13735 2558055 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13745 2557759 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13755 2557463 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13765 2557167 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13775 2556871 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13785 2556575 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0147 0.0674 1.0000 0.0000
0.13795 2556279 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0146 0.0674 1.0000 0.0000
0.13805 2555983 0.0 0.9904 1.0000 0.0000 0.9967 0.9996 1.0000 0.0146 0.0674 1.0000 0.0000
0.13815 2555687 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0146 0.0674 1.0000 0.0000
0.13825 2555391 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0146 0.0674 1.0000 0.0000
0.13835 2555095 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0146 0.0674 1.0000 0.0000
0.13845 2554799 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0146 0.0674 1.0000 0.0000
0.13855 2554503 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0146 0.0674 1.0000 0.0000
0.13865 2554207 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13875 2553911 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13885 2553615 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13895 2553319 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13905 2553023 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13915 2552727 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13925 2552431 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13935 2552135 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13945 2551839 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13955 2551543 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13965 2551247 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13975 2550951 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13985 2550655 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.13995 2550359 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.14005 2550063 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0145 0.0674 1.0000 0.0000
0.14015 2549767 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0144 0.0674 1.0000 0.0000
0.14025 2549471 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0144 0.0674 1.0000 0.0000
0.14035 2549175 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0144 0.0674 1.0000 0.0000
0.14045 2548879 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0144 0.0674 1.0000 0.0000
0.14055 2548583 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0144 0.0674 1.0000 0.0000
0.14065 2548287 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14075 2547991 0.0 0.9903 1.0000 0.0000 0.9967 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14085 2547695 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14095 2547399 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14105 2547103 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14114 2546807 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14124 2546511 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14134 2546215 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14144 2545919 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14154 2545623 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14164 2545327 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0143 0.0674 1.0000 0.0000
0.14174 2545031 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0142 0.0674 1.0000 0.0000
0.14184 2544735 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0142 0.0674 1.0000 0.0000
0.14194 2544439 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0142 0.0674 1.0000 0.0000
0.14204 2544143 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0142 0.0674 1.0000 0.0000
0.14214 2543847 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0142 0.0674 1.0000 0.0000
0.14224 2543551 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0141 0.0674 1.0000 0.0000
0.14234 2543255 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0141 0.0674 1.0000 0.0000
0.14244 2542959 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0141 0.0674 1.0000 0.0000
0.14254 2542663 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0141 0.0674 1.0000 0.0000
0.14264 2542367 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0141 0.0674 1.0000 0.0000
0.14274 2542071 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0140 0.0674 1.0000 0.0000
0.14284 2541775 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0140 0.0674 1.0000 0.0000
0.14294 2541479 0.0 0.9903 1.0000 0.0000 0.9966 0.9996 1.0000 0.0140 0.0674 1.0000 0.0000
0.14304 2541183 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0140 0.0674 1.0000 0.0000
0.14314 2540887 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0140 0.0674 1.0000 0.0000
0.14324 2540591 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0140 0.0674 1.0000 0.0000
0.14334 2540295 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0140 0.0674 1.0000 0.0000
0.14344 2539999 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0140 0.0674 1.0000 0.0000
0.14354 2539703 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0140 0.0674 1.0000 0.0000
0.14364 2539407 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0140 0.0674 1.0000 0.0000
0.14374 2539111 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0139 0.0674 1.0000 0.0000
0.14384 2538815 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0139 0.0674 1.0000 0.0000
0.14394 2538519 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0139 0.0674 1.0000 0.0000
0.14404 2538223 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0139 0.0674 1.0000 0.0000
0.14414 2537927 0.0 0.9902 1.0000 0.0000 0.9966 0.9996 1.0000 0.0139 0.0674 1.0000 0.0000
0.14424 2537631 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14434 2537335 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14444 2537039 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14454 2536743 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14464 2536447 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14474 2536151 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14484 2535855 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14494 2535559 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14504 2535263 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14514 2534967 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14524 2534671 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0138 0.0674 1.0000 0.0000
0.14534 2534375 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0137 0.0674 1.0000 0.0000
0.14544 2534079 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0137 0.0674 1.0000 0.0000
0.14554 2533783 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0137 0.0674 1.0000 0.0000
0.14564 2533487 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0137 0.0674 1.0000 0.0000
0.14574 2533191 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0137 0.0674 1.0000 0.0000
0.14584 2532895 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0137 0.0674 1.0000 0.0000
0.14594 2532599 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0136 0.0674 1.0000 0.0000
0.14604 2532303 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0136 0.0674 1.0000 0.0000
0.14614 2532007 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0136 0.0674 1.0000 0.0000
0.14624 2531711 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0136 0.0674 1.0000 0.0000
0.14634 2531415 0.0 0.9902 1.0000 0.0000 0.9966 0.9995 1.0000 0.0136 0.0674 1.0000 0.0000
0.14644 2531119 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14654 2530823 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14663 2530527 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14673 2530231 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14683 2529935 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14693 2529639 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14703 2529343 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14713 2529047 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14723 2528751 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14733 2528455 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14743 2528159 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14753 2527863 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0135 0.0674 1.0000 0.0000
0.14763 2527567 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0134 0.0674 1.0000 0.0000
0.14773 2527271 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0134 0.0674 1.0000 0.0000
0.14783 2526975 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0134 0.0674 1.0000 0.0000
0.14793 2526679 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0134 0.0674 1.0000 0.0000
0.14803 2526383 0.0 0.9902 1.0000 0.0000 0.9965 0.9995 1.0000 0.0134 0.0674 1.0000 0.0000
0.14813 2526087 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0134 0.0674 1.0000 0.0000
0.14823 2525791 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14833 2525495 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14843 2525199 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14853 2524903 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14863 2524607 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14873 2524311 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14883 2524015 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14893 2523719 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14903 2523423 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14913 2523127 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14923 2522831 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14933 2522535 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14943 2522239 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0133 0.0674 1.0000 0.0000
0.14953 2521943 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0132 0.0674 1.0000 0.0000
0.14963 2521647 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0132 0.0674 1.0000 0.0000
0.14973 2521351 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0132 0.0674 1.0000 0.0000
0.14983 2521055 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0132 0.0674 1.0000 0.0000
0.14993 2520759 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0132 0.0674 1.0000 0.0000
0.15003 2520463 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0132 0.0674 1.0000 0.0000
0.15013 2520167 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0132 0.0674 1.0000 0.0000
0.15023 2519871 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0131 0.0674 1.0000 0.0000
0.15033 2519575 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0131 0.0674 1.0000 0.0000
0.15043 2519279 0.0 0.9901 1.0000 0.0000 0.9965 0.9995 1.0000 0.0131 0.0674 1.0000 0.0000
0.15053 2518983 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0131 0.0674 1.0000 0.0000
0.15063 2518687 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0131 0.0674 1.0000 0.0000
0.15073 2518391 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0131 0.0674 1.0000 0.0000
0.15083 2518095 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0131 0.0674 1.0000 0.0000
0.15093 2517799 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15103 2517503 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15113 2517207 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15123 2516911 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15133 2516615 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15143 2516319 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15153 2516023 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15163 2515727 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15173 2515431 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15183 2515135 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15193 2514839 0.0 0.9901 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15203 2514543 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15212 2514247 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0130 0.0674 1.0000 0.0000
0.15222 2513951 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0129 0.0674 1.0000 0.0000
0.15232 2513655 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0129 0.0674 1.0000 0.0000
0.15242 2513359 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0129 0.0674 1.0000 0.0000
0.15252 2513063 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0129 0.0674 1.0000 0.0000
0.15262 2512767 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0129 0.0674 1.0000 0.0000
0.15272 2512471 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0129 0.0674 1.0000 0.0000
0.15282 2512175 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0129 0.0674 1.0000 0.0000
0.15292 2511879 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15302 2511583 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15312 2511287 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15322 2510991 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15332 2510695 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15342 2510399 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15352 2510103 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15362 2509807 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15372 2509511 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15382 2509215 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15392 2508919 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15402 2508623 0.0 0.9900 1.0000 0.0000 0.9964 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15412 2508327 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15422 2508031 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15432 2507735 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0128 0.0674 1.0000 0.0000
0.15442 2507439 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0127 0.0674 1.0000 0.0000
0.15452 2507143 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0127 0.0674 1.0000 0.0000
0.15462 2506847 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0127 0.0674 1.0000 0.0000
0.15472 2506551 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0127 0.0674 1.0000 0.0000
0.15482 2506255 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0127 0.0674 1.0000 0.0000
0.15492 2505959 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0127 0.0674 1.0000 0.0000
0.15502 2505663 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0127 0.0674 1.0000 0.0000
0.15512 2505367 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0127 0.0674 1.0000 0.0000
0.15522 2505071 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0126 0.0674 1.0000 0.0000
0.15532 2504775 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0126 0.0674 1.0000 0.0000
0.15542 2504479 0.0 0.9900 1.0000 0.0000 0.9963 0.9995 1.0000 0.0126 0.0674 1.0000 0.0000
0.15552 2504183 0.0 0.9899 1.0000 0.0000 0.9963 0.9995 1.0000 0.0126 0.0674 1.0000 0.0000
0.15562 2503887 0.0 0.9899 1.0000 0.0000 0.9963 0.9995 1.0000 0.0126 0.0674 1.0000 0.0000
0.15572 2503591 0.0 0.9899 1.0000 0.0000 0.9963 0.9995 1.0000 0.0126 0.0674 1.0000 0.0000
0.15582 2503295 0.0 0.9899 1.0000 0.0000 0.9963 0.9995 1.0000 0.0125 0.0674 1.0000 0.0000
0.15592 2502999 0.0 0.9899 1.0000 0.0000 0.9963 0.9995 1.0000 0.0125 0.0674 1.0000 0.0000
0.15602 2502703 0.0 0.9899 1.0000 0.0000 0.9963 0.9995 1.0000 0.0125 0.0674 1.0000 0.0000
0.15612 2502407 0.0 0.9899 1.0000 0.0000 0.9963 0.9995 1.0000 0.0125 0.0674 1.0000 0.0000
